CMDLINE /home/ubuntu/anaconda3/envs/sansa/bin/python experiments/memory/amazonbook/run_experiment_mrf_0.py
MEM 64592.300781 1683547234.3466
MEM 64592.300781 1683547234.4467
MEM 64592.300781 1683547234.5469
MEM 64592.300781 1683547234.6470
MEM 64592.300781 1683547234.7472
MEM 64592.300781 1683547234.8473
MEM 64592.300781 1683547234.9475
MEM 64592.300781 1683547235.0476
MEM 64592.300781 1683547235.1478
MEM 64592.300781 1683547235.2479
MEM 64592.300781 1683547235.3481
MEM 64592.300781 1683547235.4483
MEM 64592.300781 1683547235.5484
MEM 64592.300781 1683547235.6486
MEM 64592.300781 1683547235.7487
MEM 64592.300781 1683547235.8489
MEM 64592.300781 1683547235.9490
MEM 64592.300781 1683547236.0492
MEM 64592.300781 1683547236.1493
MEM 64592.300781 1683547236.2495
MEM 64592.300781 1683547236.3496
MEM 64592.300781 1683547236.4498
MEM 64592.300781 1683547236.5499
MEM 64592.300781 1683547236.6501
MEM 64592.300781 1683547236.7502
MEM 64592.300781 1683547236.8504
MEM 64592.300781 1683547236.9506
MEM 64592.300781 1683547237.0507
MEM 64592.300781 1683547237.1509
MEM 64592.300781 1683547237.2510
MEM 64592.300781 1683547237.3512
MEM 64592.300781 1683547237.4513
MEM 64592.300781 1683547237.5515
MEM 64592.300781 1683547237.6516
MEM 64592.300781 1683547237.7518
MEM 64592.300781 1683547237.8519
MEM 64592.300781 1683547237.9521
MEM 64592.300781 1683547238.0523
MEM 64592.300781 1683547238.1524
MEM 64592.300781 1683547238.2526
MEM 64592.300781 1683547238.3528
MEM 64592.300781 1683547238.4529
MEM 64592.300781 1683547238.5531
MEM 64592.300781 1683547238.6533
MEM 64592.300781 1683547238.7534
MEM 64592.300781 1683547238.8536
MEM 64592.300781 1683547238.9537
MEM 64592.300781 1683547239.0539
MEM 64592.300781 1683547239.1540
MEM 64592.300781 1683547239.2543
MEM 64592.300781 1683547239.3544
MEM 64592.300781 1683547239.4546
MEM 64592.300781 1683547239.5547
MEM 64592.300781 1683547239.6549
MEM 64592.300781 1683547239.7550
MEM 64592.300781 1683547239.8552
MEM 64592.300781 1683547239.9554
MEM 64592.300781 1683547240.0555
MEM 64592.300781 1683547240.1557
MEM 64592.300781 1683547240.2558
MEM 64592.300781 1683547240.3560
MEM 64592.300781 1683547240.4561
MEM 64592.300781 1683547240.5563
MEM 64592.300781 1683547240.6564
MEM 64592.300781 1683547240.7566
MEM 64592.300781 1683547240.8567
MEM 64592.300781 1683547240.9569
MEM 64592.300781 1683547241.0570
MEM 64592.300781 1683547241.1572
MEM 64592.300781 1683547241.2573
MEM 64592.300781 1683547241.3575
MEM 64592.300781 1683547241.4577
MEM 64592.300781 1683547241.5578
MEM 64592.300781 1683547241.6580
MEM 64592.300781 1683547241.7581
MEM 64592.300781 1683547241.8583
MEM 64592.300781 1683547241.9584
MEM 64592.300781 1683547242.0586
MEM 64592.300781 1683547242.1588
MEM 64592.300781 1683547242.2589
MEM 64592.300781 1683547242.3591
MEM 64592.300781 1683547242.4592
MEM 64592.300781 1683547242.5594
MEM 64592.300781 1683547242.6595
MEM 64592.300781 1683547242.7597
MEM 64592.300781 1683547242.8599
MEM 32585.621094 1683547242.9600
MEM 32846.695312 1683547243.0602
MEM 33160.695312 1683547243.1604
MEM 33472.695312 1683547243.2605
MEM 33786.695312 1683547243.3607
MEM 34100.695312 1683547243.4608
MEM 34414.695312 1683547243.5610
MEM 34728.695312 1683547243.6611
MEM 35040.695312 1683547243.7613
MEM 35354.695312 1683547243.8614
MEM 35666.695312 1683547243.9616
MEM 35978.695312 1683547244.0618
MEM 36292.695312 1683547244.1619
MEM 36604.695312 1683547244.2621
MEM 36918.695312 1683547244.3622
MEM 37232.695312 1683547244.4624
MEM 37542.695312 1683547244.5626
MEM 37856.695312 1683547244.6627
MEM 38168.695312 1683547244.7629
MEM 38482.695312 1683547244.8630
MEM 38796.695312 1683547244.9632
MEM 39108.695312 1683547245.0633
MEM 39422.695312 1683547245.1635
MEM 39736.695312 1683547245.2636
MEM 40050.695312 1683547245.3638
MEM 40362.695312 1683547245.4639
MEM 40676.695312 1683547245.5641
MEM 40990.695312 1683547245.6642
MEM 41304.695312 1683547245.7644
MEM 41616.695312 1683547245.8646
MEM 41930.695312 1683547245.9647
MEM 42244.695312 1683547246.0649
MEM 42558.695312 1683547246.1650
MEM 42872.695312 1683547246.2652
MEM 43186.695312 1683547246.3653
MEM 43498.695312 1683547246.4655
MEM 43810.695312 1683547246.5656
MEM 44122.695312 1683547246.6658
MEM 44436.695312 1683547246.7659
MEM 44748.695312 1683547246.8661
MEM 45062.695312 1683547246.9662
MEM 45374.695312 1683547247.0664
MEM 45688.695312 1683547247.1665
MEM 46000.695312 1683547247.2667
MEM 46312.695312 1683547247.3669
MEM 46624.695312 1683547247.4671
MEM 46938.695312 1683547247.5672
MEM 47250.695312 1683547247.6674
MEM 47564.695312 1683547247.7675
MEM 47876.695312 1683547247.8677
MEM 48188.695312 1683547247.9678
MEM 48502.695312 1683547248.0680
MEM 48814.695312 1683547248.1681
MEM 49126.695312 1683547248.2683
MEM 49438.695312 1683547248.3685
MEM 49750.695312 1683547248.4686
MEM 50062.695312 1683547248.5688
MEM 50372.695312 1683547248.6689
MEM 50684.695312 1683547248.7691
MEM 50996.695312 1683547248.8693
MEM 51310.695312 1683547248.9695
MEM 51624.695312 1683547249.0696
MEM 51936.695312 1683547249.1698
MEM 52250.695312 1683547249.2699
MEM 52562.695312 1683547249.3701
MEM 52874.695312 1683547249.4702
MEM 53188.695312 1683547249.5704
MEM 53500.695312 1683547249.6705
MEM 53812.695312 1683547249.7707
MEM 54124.695312 1683547249.8708
MEM 54438.695312 1683547249.9710
MEM 54750.695312 1683547250.0711
MEM 55062.695312 1683547250.1713
MEM 55374.695312 1683547250.2714
MEM 55688.695312 1683547250.3716
MEM 55998.695312 1683547250.4718
MEM 56312.695312 1683547250.5719
MEM 56624.695312 1683547250.6721
MEM 56938.695312 1683547250.7722
MEM 57252.695312 1683547250.8724
MEM 57564.695312 1683547250.9725
MEM 57876.695312 1683547251.0727
MEM 58188.695312 1683547251.1728
MEM 58502.695312 1683547251.2730
MEM 58814.695312 1683547251.3731
MEM 59128.695312 1683547251.4733
MEM 59440.695312 1683547251.5734
MEM 59754.695312 1683547251.6736
MEM 60066.695312 1683547251.7737
MEM 60378.695312 1683547251.8739
MEM 60692.695312 1683547251.9741
MEM 61004.695312 1683547252.0742
MEM 61316.695312 1683547252.1744
MEM 61630.695312 1683547252.2745
MEM 61942.695312 1683547252.3747
MEM 62254.695312 1683547252.4749
MEM 62566.695312 1683547252.5750
MEM 62878.695312 1683547252.6752
MEM 63190.695312 1683547252.7753
MEM 63504.695312 1683547252.8755
MEM 63816.695312 1683547252.9756
MEM 64130.695312 1683547253.0758
MEM 64442.695312 1683547253.1759
MEM 64760.195312 1683547253.2761
MEM 65086.195312 1683547253.3763
MEM 65410.195312 1683547253.4764
MEM 65734.195312 1683547253.5766
MEM 66058.195312 1683547253.6768
MEM 66382.195312 1683547253.7769
MEM 66706.195312 1683547253.8771
MEM 67030.195312 1683547253.9772
MEM 67356.195312 1683547254.0774
MEM 67680.195312 1683547254.1776
MEM 68006.195312 1683547254.2777
MEM 68330.195312 1683547254.3779
MEM 68654.195312 1683547254.4780
MEM 68978.195312 1683547254.5782
MEM 69302.195312 1683547254.6783
MEM 69626.195312 1683547254.7785
MEM 69950.195312 1683547254.8787
MEM 70274.195312 1683547254.9788
MEM 70598.195312 1683547255.0790
MEM 70922.195312 1683547255.1791
MEM 71246.195312 1683547255.2793
MEM 71570.195312 1683547255.3794
MEM 71894.195312 1683547255.4796
MEM 72218.195312 1683547255.5797
MEM 72544.195312 1683547255.6799
MEM 72868.195312 1683547255.7800
MEM 73192.195312 1683547255.8802
MEM 73516.195312 1683547255.9803
MEM 73840.195312 1683547256.0805
MEM 74166.195312 1683547256.1806
MEM 74488.195312 1683547256.2808
MEM 74812.195312 1683547256.3810
MEM 75136.195312 1683547256.4811
MEM 75460.195312 1683547256.5813
MEM 75784.195312 1683547256.6815
MEM 76108.195312 1683547256.7816
MEM 76432.195312 1683547256.8818
MEM 76756.195312 1683547256.9819
MEM 77080.195312 1683547257.0821
MEM 77406.195312 1683547257.1822
MEM 77730.195312 1683547257.2824
MEM 78052.195312 1683547257.3826
MEM 78376.195312 1683547257.4827
MEM 78700.195312 1683547257.5829
MEM 79024.195312 1683547257.6830
MEM 79348.195312 1683547257.7832
MEM 79672.195312 1683547257.8834
MEM 79996.195312 1683547257.9835
MEM 80322.195312 1683547258.0837
MEM 80646.195312 1683547258.1839
MEM 80964.195312 1683547258.2840
MEM 81282.195312 1683547258.3842
MEM 81598.195312 1683547258.4844
MEM 81916.195312 1683547258.5845
MEM 82238.195312 1683547258.6847
MEM 82562.195312 1683547258.7848
MEM 82884.195312 1683547258.8850
MEM 83208.195312 1683547258.9851
MEM 83532.195312 1683547259.0853
MEM 83854.195312 1683547259.1855
MEM 84178.195312 1683547259.2857
MEM 84502.195312 1683547259.3858
MEM 84824.195312 1683547259.4860
MEM 85148.195312 1683547259.5862
MEM 85472.195312 1683547259.6863
MEM 85796.195312 1683547259.7865
MEM 86118.195312 1683547259.8867
MEM 86444.195312 1683547259.9868
MEM 86766.195312 1683547260.0870
MEM 87092.195312 1683547260.1871
MEM 87416.195312 1683547260.2873
MEM 87740.195312 1683547260.3874
MEM 88064.195312 1683547260.4876
MEM 88390.195312 1683547260.5877
MEM 88714.195312 1683547260.6879
MEM 89038.195312 1683547260.7881
MEM 89362.195312 1683547260.8882
MEM 89686.195312 1683547260.9884
MEM 90010.195312 1683547261.0886
MEM 90328.195312 1683547261.1887
MEM 90644.195312 1683547261.2889
MEM 90958.195312 1683547261.3890
MEM 91276.195312 1683547261.4892
MEM 91592.195312 1683547261.5893
MEM 91910.195312 1683547261.6895
MEM 92234.195312 1683547261.7897
MEM 92556.195312 1683547261.8898
MEM 92880.195312 1683547261.9900
MEM 93204.195312 1683547262.0901
MEM 93528.195312 1683547262.1903
MEM 93852.195312 1683547262.2904
MEM 94176.195312 1683547262.3906
MEM 94500.195312 1683547262.4908
MEM 94824.195312 1683547262.5909
MEM 95148.195312 1683547262.6911
MEM 95472.195312 1683547262.7913
MEM 95796.195312 1683547262.8914
MEM 96120.195312 1683547262.9917
MEM 96446.195312 1683547263.0918
MEM 64592.371094 1683547263.1920
MEM 32585.621094 1683547263.2921
MEM 34365.929688 1683547263.3926
MEM 36257.929688 1683547263.4931
MEM 38145.929688 1683547263.5936
MEM 40009.929688 1683547263.6941
MEM 41777.929688 1683547263.7945
MEM 43641.929688 1683547263.8949
MEM 45515.929688 1683547263.9954
MEM 47379.929688 1683547264.0958
MEM 49161.929688 1683547264.1963
MEM 51029.929688 1683547264.2968
MEM 52897.929688 1683547264.3973
MEM 54765.929688 1683547264.4977
MEM 56627.929688 1683547264.5982
MEM 58405.929688 1683547264.6986
MEM 60275.929688 1683547264.7991
MEM 62161.929688 1683547264.8995
MEM 64061.929688 1683547264.9999
MEM 64665.070312 1683547265.1003
MEM 64773.070312 1683547265.2005
MEM 64879.070312 1683547265.3006
MEM 64985.070312 1683547265.4009
MEM 65091.070312 1683547265.5011
MEM 65199.070312 1683547265.6012
MEM 65305.070312 1683547265.7014
MEM 65411.070312 1683547265.8016
MEM 65517.070312 1683547265.9017
MEM 65625.070312 1683547266.0019
MEM 65731.070312 1683547266.1020
MEM 65837.070312 1683547266.2022
MEM 65943.070312 1683547266.3023
MEM 66049.070312 1683547266.4025
MEM 66157.070312 1683547266.5026
MEM 66263.070312 1683547266.6028
MEM 66369.070312 1683547266.7029
MEM 66475.070312 1683547266.8031
MEM 66581.070312 1683547266.9033
MEM 66689.070312 1683547267.0035
MEM 66795.070312 1683547267.1037
MEM 66901.070312 1683547267.2038
MEM 67007.070312 1683547267.3040
MEM 67113.070312 1683547267.4042
MEM 67219.070312 1683547267.5043
MEM 67325.070312 1683547267.6045
MEM 67431.070312 1683547267.7046
MEM 67539.070312 1683547267.8048
MEM 67645.070312 1683547267.9049
MEM 67751.070312 1683547268.0051
MEM 67857.070312 1683547268.1052
MEM 67963.070312 1683547268.2054
MEM 68069.070312 1683547268.3056
MEM 68175.070312 1683547268.4058
MEM 68281.070312 1683547268.5060
MEM 68387.070312 1683547268.6062
MEM 68495.070312 1683547268.7063
MEM 68601.070312 1683547268.8065
MEM 68707.070312 1683547268.9066
MEM 68813.070312 1683547269.0068
MEM 68919.070312 1683547269.1069
MEM 69025.070312 1683547269.2071
MEM 69133.070312 1683547269.3072
MEM 69239.070312 1683547269.4074
MEM 69345.070312 1683547269.5076
MEM 69451.070312 1683547269.6077
MEM 69557.070312 1683547269.7079
MEM 69665.070312 1683547269.8080
MEM 69771.070312 1683547269.9083
MEM 69877.070312 1683547270.0084
MEM 69983.070312 1683547270.1086
MEM 70089.070312 1683547270.2088
MEM 70197.070312 1683547270.3089
MEM 70303.070312 1683547270.4091
MEM 70409.070312 1683547270.5092
MEM 70515.070312 1683547270.6094
MEM 70621.070312 1683547270.7095
MEM 70729.070312 1683547270.8097
MEM 70835.070312 1683547270.9099
MEM 70941.070312 1683547271.0100
MEM 71047.070312 1683547271.1102
MEM 71153.070312 1683547271.2103
MEM 71261.070312 1683547271.3105
MEM 71367.070312 1683547271.4107
MEM 71473.070312 1683547271.5109
MEM 71579.070312 1683547271.6110
MEM 71687.070312 1683547271.7112
MEM 71793.070312 1683547271.8113
MEM 71899.070312 1683547271.9115
MEM 72005.070312 1683547272.0117
MEM 72111.070312 1683547272.1118
MEM 72219.070312 1683547272.2120
MEM 72325.070312 1683547272.3122
MEM 72431.070312 1683547272.4123
MEM 72537.070312 1683547272.5125
MEM 40588.496094 1683547272.6126
MEM 40588.496094 1683547272.7128
MEM 40588.496094 1683547272.8129
MEM 40588.496094 1683547272.9132
MEM 40588.496094 1683547273.0134
MEM 40588.496094 1683547273.1135
MEM 40588.496094 1683547273.2137
MEM 40588.496094 1683547273.3138
MEM 40588.496094 1683547273.4140
MEM 40588.496094 1683547273.5141
MEM 40588.496094 1683547273.6143
MEM 40588.496094 1683547273.7144
MEM 40588.496094 1683547273.8146
MEM 40588.496094 1683547273.9147
MEM 40588.496094 1683547274.0149
MEM 40588.496094 1683547274.1150
MEM 40588.496094 1683547274.2152
MEM 40588.496094 1683547274.3153
MEM 40588.496094 1683547274.4156
MEM 40588.496094 1683547274.5158
MEM 40588.496094 1683547274.6159
MEM 40588.496094 1683547274.7161
MEM 40588.496094 1683547274.8162
MEM 40588.496094 1683547274.9164
MEM 40588.496094 1683547275.0165
MEM 40588.496094 1683547275.1167
MEM 40588.496094 1683547275.2168
MEM 40588.496094 1683547275.3170
MEM 40588.496094 1683547275.4171
MEM 40588.496094 1683547275.5173
MEM 40588.496094 1683547275.6174
MEM 40588.496094 1683547275.7176
MEM 40588.496094 1683547275.8177
MEM 40588.496094 1683547275.9180
MEM 40588.496094 1683547276.0182
MEM 40588.496094 1683547276.1184
MEM 40588.496094 1683547276.2185
MEM 40588.496094 1683547276.3187
MEM 40588.496094 1683547276.4188
MEM 40588.496094 1683547276.5190
MEM 40588.496094 1683547276.6191
MEM 40588.496094 1683547276.7193
MEM 40588.496094 1683547276.8194
MEM 40588.496094 1683547276.9196
MEM 40588.496094 1683547277.0197
MEM 40588.496094 1683547277.1199
MEM 40588.496094 1683547277.2200
MEM 40588.496094 1683547277.3202
MEM 40588.496094 1683547277.4203
MEM 40588.496094 1683547277.5205
MEM 40588.496094 1683547277.6207
MEM 40588.496094 1683547277.7208
MEM 40588.496094 1683547277.8210
MEM 40588.496094 1683547277.9211
MEM 40588.496094 1683547278.0213
MEM 40588.496094 1683547278.1214
MEM 40588.496094 1683547278.2216
MEM 40588.496094 1683547278.3218
MEM 40588.496094 1683547278.4219
MEM 40588.496094 1683547278.5221
MEM 40588.496094 1683547278.6222
MEM 40588.496094 1683547278.7224
MEM 40588.496094 1683547278.8225
MEM 40588.496094 1683547278.9227
MEM 40588.496094 1683547279.0229
MEM 40588.496094 1683547279.1230
MEM 40588.496094 1683547279.2232
MEM 40588.496094 1683547279.3233
MEM 40588.496094 1683547279.4235
MEM 40588.496094 1683547279.5236
MEM 40588.496094 1683547279.6238
MEM 40588.496094 1683547279.7239
MEM 40588.496094 1683547279.8241
MEM 40588.496094 1683547279.9242
MEM 40588.496094 1683547280.0244
MEM 40588.496094 1683547280.1245
MEM 40588.496094 1683547280.2247
MEM 40588.496094 1683547280.3248
MEM 40588.496094 1683547280.4250
MEM 40588.496094 1683547280.5252
MEM 40588.496094 1683547280.6253
MEM 40588.496094 1683547280.7255
MEM 40588.496094 1683547280.8256
MEM 40588.496094 1683547280.9258
MEM 40588.496094 1683547281.0259
MEM 40588.496094 1683547281.1261
MEM 40588.496094 1683547281.2262
MEM 40588.496094 1683547281.3264
MEM 40588.496094 1683547281.4266
MEM 40588.496094 1683547281.5267
MEM 40588.496094 1683547281.6269
MEM 40588.496094 1683547281.7270
MEM 40588.496094 1683547281.8272
MEM 40588.496094 1683547281.9273
MEM 40588.496094 1683547282.0275
MEM 40588.496094 1683547282.1277
MEM 40588.496094 1683547282.2278
MEM 40588.496094 1683547282.3280
MEM 40588.496094 1683547282.4281
MEM 40588.496094 1683547282.5283
MEM 40588.496094 1683547282.6284
MEM 40588.496094 1683547282.7286
MEM 40588.496094 1683547282.8287
MEM 40588.496094 1683547282.9289
MEM 40588.496094 1683547283.0290
MEM 40588.496094 1683547283.1292
MEM 40588.496094 1683547283.2293
MEM 40588.496094 1683547283.3295
MEM 40588.496094 1683547283.4296
MEM 40588.496094 1683547283.5298
MEM 40588.496094 1683547283.6300
MEM 40588.496094 1683547283.7301
MEM 40588.496094 1683547283.8303
MEM 40588.496094 1683547283.9304
MEM 40588.496094 1683547284.0306
MEM 40588.496094 1683547284.1307
MEM 40588.496094 1683547284.2309
MEM 40588.496094 1683547284.3311
MEM 40588.496094 1683547284.4312
MEM 40588.496094 1683547284.5314
MEM 40588.496094 1683547284.6315
MEM 40588.496094 1683547284.7317
MEM 40588.496094 1683547284.8319
MEM 40588.496094 1683547284.9320
MEM 40588.496094 1683547285.0322
MEM 40588.496094 1683547285.1324
MEM 40588.496094 1683547285.2325
MEM 40588.496094 1683547285.3327
MEM 40588.496094 1683547285.4328
MEM 40588.496094 1683547285.5330
MEM 40588.496094 1683547285.6331
MEM 40588.496094 1683547285.7333
MEM 40588.496094 1683547285.8334
MEM 40588.496094 1683547285.9336
MEM 40588.496094 1683547286.0337
MEM 40588.496094 1683547286.1338
MEM 40588.496094 1683547286.2340
MEM 40588.496094 1683547286.3341
MEM 40588.496094 1683547286.4343
MEM 40588.496094 1683547286.5345
MEM 40588.496094 1683547286.6346
MEM 40588.496094 1683547286.7348
MEM 40588.496094 1683547286.8349
MEM 40588.496094 1683547286.9351
MEM 40588.496094 1683547287.0352
MEM 40588.496094 1683547287.1354
MEM 40588.496094 1683547287.2355
MEM 40588.496094 1683547287.3357
MEM 40588.496094 1683547287.4358
MEM 40588.496094 1683547287.5360
MEM 40588.496094 1683547287.6361
MEM 40588.496094 1683547287.7363
MEM 40588.496094 1683547287.8364
MEM 40588.496094 1683547287.9366
MEM 40588.496094 1683547288.0367
MEM 40588.496094 1683547288.1369
MEM 40588.496094 1683547288.2371
MEM 40588.496094 1683547288.3373
MEM 40588.496094 1683547288.4374
MEM 40588.496094 1683547288.5376
MEM 40588.496094 1683547288.6377
MEM 40588.496094 1683547288.7379
MEM 40588.496094 1683547288.8380
MEM 40588.496094 1683547288.9382
MEM 40588.496094 1683547289.0383
MEM 40588.496094 1683547289.1385
MEM 40588.496094 1683547289.2386
MEM 40588.496094 1683547289.3388
MEM 40588.496094 1683547289.4389
MEM 40588.496094 1683547289.5391
MEM 40588.496094 1683547289.6393
MEM 40588.496094 1683547289.7394
MEM 40588.496094 1683547289.8396
MEM 40588.496094 1683547289.9397
MEM 40588.496094 1683547290.0399
MEM 40588.496094 1683547290.1400
MEM 40588.496094 1683547290.2402
MEM 40588.496094 1683547290.3403
MEM 40588.496094 1683547290.4405
MEM 40588.496094 1683547290.5407
MEM 40588.496094 1683547290.6408
MEM 40588.496094 1683547290.7409
MEM 40588.496094 1683547290.8411
MEM 40588.496094 1683547290.9412
MEM 40588.496094 1683547291.0414
MEM 40588.496094 1683547291.1416
MEM 40588.496094 1683547291.2417
MEM 40588.496094 1683547291.3419
MEM 40588.496094 1683547291.4420
MEM 40588.496094 1683547291.5422
MEM 40588.496094 1683547291.6423
MEM 40588.496094 1683547291.7425
MEM 40588.496094 1683547291.8426
MEM 40588.496094 1683547291.9428
MEM 40588.496094 1683547292.0429
MEM 40588.496094 1683547292.1431
MEM 40588.496094 1683547292.2432
MEM 40588.496094 1683547292.3434
MEM 40588.496094 1683547292.4435
MEM 40588.496094 1683547292.5437
MEM 40588.496094 1683547292.6439
MEM 40588.496094 1683547292.7440
MEM 40588.496094 1683547292.8442
MEM 40588.496094 1683547292.9443
MEM 40588.496094 1683547293.0445
MEM 40588.496094 1683547293.1446
MEM 40588.496094 1683547293.2448
MEM 40588.496094 1683547293.3449
MEM 40588.496094 1683547293.4451
MEM 40588.496094 1683547293.5452
MEM 40588.496094 1683547293.6454
MEM 40588.496094 1683547293.7455
MEM 40588.496094 1683547293.8457
MEM 40588.496094 1683547293.9458
MEM 40588.496094 1683547294.0460
MEM 40588.496094 1683547294.1461
MEM 40588.496094 1683547294.2463
MEM 40588.496094 1683547294.3464
MEM 40588.496094 1683547294.4466
MEM 40588.496094 1683547294.5467
MEM 40588.496094 1683547294.6469
MEM 40588.496094 1683547294.7470
MEM 40588.496094 1683547294.8472
MEM 40588.496094 1683547294.9474
MEM 40588.496094 1683547295.0475
MEM 40588.496094 1683547295.1477
MEM 40588.496094 1683547295.2478
MEM 40588.496094 1683547295.3480
MEM 40588.496094 1683547295.4481
MEM 40588.496094 1683547295.5483
MEM 40588.496094 1683547295.6485
MEM 40588.496094 1683547295.7486
MEM 40588.496094 1683547295.8488
MEM 40588.496094 1683547295.9489
MEM 40588.496094 1683547296.0491
MEM 40588.496094 1683547296.1492
MEM 40588.496094 1683547296.2494
MEM 40588.496094 1683547296.3495
MEM 40588.496094 1683547296.4497
MEM 40588.496094 1683547296.5498
MEM 40588.496094 1683547296.6500
MEM 40588.496094 1683547296.7501
MEM 40588.496094 1683547296.8503
MEM 40588.496094 1683547296.9504
MEM 40588.496094 1683547297.0506
MEM 40588.496094 1683547297.1508
MEM 40588.496094 1683547297.2509
MEM 40588.496094 1683547297.3511
MEM 40588.496094 1683547297.4512
MEM 40588.496094 1683547297.5514
MEM 40588.496094 1683547297.6515
MEM 40588.496094 1683547297.7517
MEM 40588.496094 1683547297.8518
MEM 40588.496094 1683547297.9520
MEM 40588.496094 1683547298.0521
MEM 40588.496094 1683547298.1523
MEM 40588.496094 1683547298.2524
MEM 40588.496094 1683547298.3526
MEM 40588.496094 1683547298.4527
MEM 40588.496094 1683547298.5529
MEM 40588.496094 1683547298.6531
MEM 40588.496094 1683547298.7532
MEM 40588.496094 1683547298.8534
MEM 40588.496094 1683547298.9535
MEM 40588.496094 1683547299.0537
MEM 40588.496094 1683547299.1538
MEM 40588.496094 1683547299.2540
MEM 40588.496094 1683547299.3541
MEM 40588.496094 1683547299.4543
MEM 40588.496094 1683547299.5544
MEM 40588.496094 1683547299.6546
MEM 40588.496094 1683547299.7547
MEM 40588.496094 1683547299.8549
MEM 40588.496094 1683547299.9550
MEM 40588.496094 1683547300.0552
MEM 40588.496094 1683547300.1554
MEM 40588.496094 1683547300.2556
MEM 40588.496094 1683547300.3557
MEM 40588.496094 1683547300.4559
MEM 40588.496094 1683547300.5560
MEM 40588.496094 1683547300.6561
MEM 40588.496094 1683547300.7563
MEM 40588.496094 1683547300.8564
MEM 40588.496094 1683547300.9566
MEM 40588.496094 1683547301.0567
MEM 40588.496094 1683547301.1569
MEM 40588.496094 1683547301.2570
MEM 40588.496094 1683547301.3572
MEM 40588.496094 1683547301.4573
MEM 40588.496094 1683547301.5575
MEM 40588.496094 1683547301.6577
MEM 40588.496094 1683547301.7578
MEM 40588.496094 1683547301.8580
MEM 40588.496094 1683547301.9581
MEM 40588.496094 1683547302.0583
MEM 40588.496094 1683547302.1584
MEM 40588.496094 1683547302.2586
MEM 40588.496094 1683547302.3587
MEM 40588.496094 1683547302.4589
MEM 40588.496094 1683547302.5590
MEM 40588.496094 1683547302.6592
MEM 40588.496094 1683547302.7593
MEM 40588.496094 1683547302.8595
MEM 40588.496094 1683547302.9596
MEM 40588.496094 1683547303.0598
MEM 40588.496094 1683547303.1600
MEM 40588.496094 1683547303.2601
MEM 40588.496094 1683547303.3603
MEM 40588.496094 1683547303.4605
MEM 40588.496094 1683547303.5606
MEM 40588.496094 1683547303.6608
MEM 40588.496094 1683547303.7609
MEM 40588.496094 1683547303.8611
MEM 40588.496094 1683547303.9612
MEM 40588.496094 1683547304.0614
MEM 40588.496094 1683547304.1615
MEM 40588.496094 1683547304.2617
MEM 40588.496094 1683547304.3618
MEM 40588.496094 1683547304.4620
MEM 40588.496094 1683547304.5621
MEM 40588.496094 1683547304.6623
MEM 40588.496094 1683547304.7625
MEM 40588.496094 1683547304.8626
MEM 40588.496094 1683547304.9628
MEM 40588.496094 1683547305.0629
MEM 40588.496094 1683547305.1631
MEM 40588.496094 1683547305.2632
MEM 40588.496094 1683547305.3634
MEM 40588.496094 1683547305.4635
MEM 40588.496094 1683547305.5637
MEM 40588.496094 1683547305.6638
MEM 40588.496094 1683547305.7640
MEM 40588.496094 1683547305.8641
MEM 40588.496094 1683547305.9643
MEM 40588.496094 1683547306.0644
MEM 40588.496094 1683547306.1646
MEM 40588.496094 1683547306.2648
MEM 40588.496094 1683547306.3649
MEM 40588.496094 1683547306.4651
MEM 40588.496094 1683547306.5652
MEM 40588.496094 1683547306.6654
MEM 40588.496094 1683547306.7655
MEM 40588.496094 1683547306.8657
MEM 40588.496094 1683547306.9658
MEM 40588.496094 1683547307.0660
MEM 40588.496094 1683547307.1661
MEM 40588.496094 1683547307.2663
MEM 40588.496094 1683547307.3664
MEM 40588.496094 1683547307.4666
MEM 40588.496094 1683547307.5667
MEM 40588.496094 1683547307.6669
MEM 40588.496094 1683547307.7671
MEM 40588.496094 1683547307.8672
MEM 40588.496094 1683547307.9674
MEM 40588.496094 1683547308.0675
MEM 40588.496094 1683547308.1677
MEM 40588.496094 1683547308.2678
MEM 40588.496094 1683547308.3680
MEM 40588.496094 1683547308.4682
MEM 40588.496094 1683547308.5683
MEM 40588.496094 1683547308.6685
MEM 40588.496094 1683547308.7687
MEM 40588.496094 1683547308.8689
MEM 40588.496094 1683547308.9690
MEM 40588.496094 1683547309.0692
MEM 40588.496094 1683547309.1694
MEM 40588.496094 1683547309.2695
MEM 40588.496094 1683547309.3697
MEM 40588.496094 1683547309.4698
MEM 40588.496094 1683547309.5700
MEM 40588.496094 1683547309.6701
MEM 40588.496094 1683547309.7703
MEM 40588.496094 1683547309.8704
MEM 40588.496094 1683547309.9706
MEM 40588.496094 1683547310.0707
MEM 40588.496094 1683547310.1709
MEM 40588.496094 1683547310.2711
MEM 40588.496094 1683547310.3712
MEM 40588.496094 1683547310.4714
MEM 40588.496094 1683547310.5716
MEM 40588.496094 1683547310.6717
MEM 40588.496094 1683547310.7719
MEM 40588.496094 1683547310.8720
MEM 40588.496094 1683547310.9722
MEM 40588.496094 1683547311.0723
MEM 40588.496094 1683547311.1725
MEM 40588.496094 1683547311.2726
MEM 40588.496094 1683547311.3728
MEM 40588.496094 1683547311.4729
MEM 40588.496094 1683547311.5731
MEM 40588.496094 1683547311.6732
MEM 40588.496094 1683547311.7734
